11;männlich;türkisch;grün;kleeblatt;schwarz;rot, gold;;gold;;schwarz;edel;weiß, schwarz;True;farben sind schön;;weiß;hellblau;liebe;True;;10;gelb;blau;rot;schwarz;blau;grün;
11;weiblich;europäisch;grün;hoffnung, kleeblatt;bunt;gold, silber;;gold, silber;;weiß;liebe, wut, blut;weiß;True;schlicht;bunt;weiß;blau, weiß;liebe;True;akzeptanz;5;braun;violett;rot;schwarz;blau;schwarz;teilweise
11;weiblich;spanisch;violett;;schwarz;schwarz;;schwarz;;violett;blut;weiß;False;;ruhe;blau;blau, lila;liebe;True;gay, lesbisch, bi;8;grün;violett;grau, schwarz, weiß;gelb;schwarz, blau;violett;teilweise
11;männlich;christ;grün;kleeblatt;weiß;rot;;grau;;grün;liebe;weiß;False;;gemütlich;weiß;weiß;liebe;True;vielfältigkeit;4;weiß;orange;grün;blau;rot;grün;True
11;weiblich;;grün;kleeblatt;blau, schwarz;braun;;braun;;schwarz;tomate;weiß;False;;gemütlich;weiß;blau;liebe;False;;10;schwarz;blau;weiß;grün;grau;hellblau;True
11;männlich;;schwarz;;schwarz;silber;;silber;;grau;hass;weiß, blau;True;zimmer ist heller;still;blau;blau;krieg;False;;10;braun;blau;grün;rot;blau;schwarz;False
11;weiblich;;grün;kleeblatt;schwarz;gold;;weiß;;schwarz;gefahr, blut, herz;weiß, orange;True;hell;schön;weiß;weiß;krieg;False;;3;grau;bunt;weiß;grün;silber;hellblau;True
11;weiblich;;grün;kleeblatt;blau;gold, bronze;;gold, bronze;;blau;weihnachten, nikolaus;weiß;False;;friedlich;weiß;gelb;krieg;False;;5;schwarz;bunt;grau;grün;schwarz;violett;teilweise
11;weiblich;evangelisch;;;bunt;gold, silber;;weiß;;schwarz;gefahr, blut, herz;weiß;False;;;;weiß;krieg;False;;3;grau;bunt;weiß;bunt;silber;hellblau;True
11;männlich;;rot, blau;;schwarz;schwarz;;schwarz, weiß;;schwarz;glück;weiß;False;;gemütlich;schwarz;schwarz;liebe;True;vielfältigkeit;10;weiß;orange;grün;blau;rot;schwarz;True
11;weiblich;deutsch, polen, frankreich;grün;kleeblatt;alle;gold;;schwarz;;weiß;knallig;rosa;True;mag farbe;farbenfroh, gemütlich;rosa;rosa;liebe;False;;4;braun;blau;grau;schwarz;;rosa;True
11;weiblich;christentum;gelb;sommer, fröhlich;schwarz;schwarz, blutrot;saphirblau, gold;schwarz;weiß;schwarz;rosen, schneewittchen, band bad religion;türkis;True;hell;gemütlich, modern;grün;türkis;krieg;True;lgbtiq+;3;grün;;braun;weiß;blau;schwarz;True
11;männlich;schwaben, sachsen;grün;kleeblatt;blau;blau;grün;weiß;blau;blau;liebe;grün;True;mag farbe;aufgeräumt oder unaufgeräumt;;weiß;liebe;False;;7;schwarz;hautfarbe;alle;schwarz;grau;weiß;teilweise
11;männlich;deutsch;gelb;mag farbe;schwarz;rot;;weiß;;schwarz;liebe, krieg;weiß;True;;dunkel;schwarz;schwarz;liebe;True;lgbtq;4;rot;gelb;weiß;schwarz;braun;schwarz;True
11;männlich;schwaben;grün;kleeblatt;grün;gold;;schwarz;;grün;blut, liebe;weiß;False;;fröhlich;weiß;weiß;liebe;False;;4;grau;rosa;blau;schwarz;weiß;grün;teilweise
